code_hs	designation	unite_us	taux_dd	categorie	statut
2306.90.00.00	- Autres	kg	10.00	2	actif
2307.00.00.00	Lies de vin; tartre brut.	kg	10.00	2	actif
2308.00.00.00	Matières végétales et déchets végétaux, résidus et sous-produits végétaux, même agglomérés sous forme de pellets, des types utilisés pour l'alimentation des animaux, non dénommés ni compris ailleurs. Préparations des types utilisés pour l'alimentation des animaux.	kg	10.00	2	actif
2309.10.00.00	- Aliments pour chiens ou chats, conditionnés pour la vente au détail - Autres :	kg	20.00	3	actif
2309.90.10.00	-- Préparations contenant des vitamines	kg	5.00	1	actif
2309.90.90.00	-- Autres	kg	10.00	2	actif
2401.10.00.00	- Tabacs non écôtés kg	kg	5.00	1	actif
2401.20.00.00	- Tabacs partiellement ou totalement écôtés kg	kg	5.00	1	actif
2401.30.00.00	- Déchets de tabac kg Cigares (y compris ceux à bouts coupés), cigarillos et cigarettes, en tabac ou en succédanés de tabac.	kg	5.00	1	actif
2402.10.00.00	- Cigares (y compris ceux à bouts coupés) et cigarillos, contenant du tabac kg	kg	20.00	3	actif
2402.20.00.00	- Cigarettes contenant du tabac kg	kg	20.00	3	actif
2402.90.00.00	- Autres kg Autres tabacs et succédanés de tabac, fabriqués; tabacs «homogénéisés» ou «reconstitués»; extraits et sauces de tabac. - Tabac à fumer, même contenant des succédanés de tabac en toute proportion :	kg	20.00	3	actif
2403.11.00.00	-- Tabac pour pipe à eau visé à la Note 1 de sous-positions du présent Chapitre kg	kg	20.00	3	actif
2403.19.00.00	-- Autres kg - Autres :	kg	20.00	3	actif
2403.91.00.00	-- Tabacs «homogénéisés» ou «reconstitués» kg -- Autres :	kg	10.00	2	actif
2403.99.10.00	--- Tabacs écôtés expansés kg	kg	10.00	2	actif
2403.99.90.00	--- Autres kg Produits contenant du tabac, du tabac reconstitué, de la nicotine ou des succédanés de tabac ou de nicotine, destinés à une inhalation sans combustion; autres produits contenant de la nicotine, destinés à l'absorption de la nicotine dans le corps humain. - Produits destinés à une inhalation sans combustion :	kg	20.00	3	actif
2404.11.00.00	-- Contenant du tabac ou du tabac reconstitué kg	kg	20.00	3	actif
2404.12.00.00	-- Autres, contenant de la nicotine kg	kg	20.00	3	actif
2404.19.00.00	-- Autres kg - Autres :	kg	20.00	3	actif
2404.91.00.00	-- Pour une application orale kg	kg	20.00	3	actif
2404.92.00.00	-- Pour une application percutanée kg	kg	20.00	3	actif
2404.99.00.00	-- Autres kg	kg	20.00	3	actif
2501.00.10.00	- Sel dénaturé	kg	5.00	1	actif
2501.00.20.00	- Sel destiné à l'alimentation humaine	kg	10.00	2	actif
2501.00.30.00	- Sel en blocs comprimé pour l'alimentation du bétail	kg	5.00	1	actif
2501.00.90.00	- Autres	kg	10.00	2	actif
2502.00.00.00	Pyrites de fer non grillées.	kg	5.00	1	actif
2503.00.00.00	Soufres de toute espèce, à l'exclusion du soufre sublimé, du soufre précipité et du soufre colloïdal. Graphite naturel.	kg	5.00	1	actif
2504.10.00.00	- En poudre ou en paillettes	kg	5.00	1	actif
2504.90.00.00	- Autre Sables naturels de toute espèce, même colorés, à l'exclusion des sables métallifères du Chapitre 26.	kg	5.00	1	actif
2505.10.00.00	- Sables siliceux et sables quartzeux	kg	5.00	1	actif
2505.90.00.00	- Autres sables Quartz (autres que les sables naturels); quartzites, même dégrossies ou simplement débitées, par sciage ou autrement, en blocs ou en plaques de forme carrée ou rectangulaire.	kg	5.00	1	actif
2506.10.00.00	- Quartz	kg	5.00	1	actif
2506.20.00.00	- Quartzites	kg	5.00	1	actif
2507.00.00.00	Kaolin et autres argiles kaoliniques, même calcinés. Autres argiles (à l'exclusion des argiles expansées du n° 68.06), andalousite, cyanite, sillimanite, même calcinées; mullite; terres de chamotte ou de dinas.	kg	5.00	1	actif
2508.10.00.00	- Bentonite	kg	5.00	1	actif
2508.30.00.00	- Argiles réfractaires	kg	5.00	1	actif
2508.40.00.00	- Autres argiles	kg	5.00	1	actif
2508.50.00.00	- Andalousite, cyanite et sillimanite	kg	5.00	1	actif
2508.60.00.00	- Mullite	kg	5.00	1	actif
2508.70.00.00	- Terres de chamotte ou de dinas	kg	5.00	1	actif
2509.00.00.00	Craie.	kg	5.00	1	actif
2510.10.00.00	- Non moulus	kg	5.00	1	actif
2510.20.00.00	- Moulus Sulfate de baryum naturel (barytine); carbonate de baryum naturel (withérite), même calciné, à l'exclusion de l'oxyde de baryum du n° 28.16.	kg	5.00	1	actif
2511.10.00.00	- Sulfate de baryum naturel (barytine)	kg	5.00	1	actif
2511.20.00.00	- Carbonate de baryum naturel (withérite)	kg	5.00	1	actif
2512.00.00.00	Farines siliceuses fossiles (kieselguhr, tripolite, diatomite, par exemple) et autres terres siliceuses analogues, d'une densité apparente n'excédant pas 1, même calcinées.	kg	5.00	1	actif
2513.10.00.00	- Pierre ponce	kg	5.00	1	actif
2513.20.00.00	- Emeri, corindon naturel, grenat naturel et autres abrasifs naturels	kg	5.00	1	actif
2514.00.00.00	Ardoise, même dégrossie ou simplement débitée, par sciage ou autrement, en blocs ou en plaques de forme carrée ou rectangulaire. Marbres, travertins, écaussines et autres pierres calcaires de taille ou de construction d'une densité apparente égale ou supérieure à 2,5, et albâtre, même dégrossis ou simplement débités, par sciage ou autrement, en blocs ou en plaques de forme carrée ou rectangulaire. - Marbres et travertins :	kg	5.00	1	actif
2515.11.00.00	-- Bruts ou dégrossis	kg	5.00	1	actif
2515.12.00.00	-- Simplement débités, par sciage ou autrement, en blocs ou en plaques de forme carrée ou rectangulaire	kg	5.00	1	actif
2515.20.00.00	- Ecaussines et autres pierres calcaires de taille ou de construction; albâtre Granit, porphyre, basalte, grès et autres pierres de taille ou de construction, même dégrossis ou simplement débités, par sciage ou autrement, en blocs ou en plaques de forme carrée ou rectangulaire. - Granit :	kg	5.00	1	actif
2516.11.00.00	-- Brut ou dégrossi	kg	5.00	1	actif
2516.12.00.00	-- Simplement débité, par sciage ou autrement, en blocs ou en plaques de forme carrée ou rectangulaire	kg	5.00	1	actif
2516.20.00.00	- Grès	kg	5.00	1	actif
2516.90.00.00	- Autres pierres de taille ou de construction Cailloux, graviers, pierres concassées, des types généralement utilisés pour le bétonnage ou pour l'empierrement des routes, des voies ferrées ou autres ballasts, galets et silex, même traités thermiquement; macadam de laitier, de scories ou de déchets industriels similaires, même comprenant des matières reprises dans la première partie du libellé; tarmacadam; granules, éclats et poudres de pierres des n°s 25.15 ou 25.16, même traités	kg	5.00	1	actif
2517.10.00.00	- Cailloux, graviers, pierres concassées, des types généralement utilisés pour le bétonnage ou pour l'empierrement des routes, des voies ferrées ou autres ballasts, galets et silex, même traités thermiquement	kg	5.00	1	actif
2517.20.00.00	- Macadam de laitier, de scories ou de déchets industriels similaires, même comprenant des matières citées dans le n° 2517.	kg	5.00	1	actif
2517.30.00.00	- Tarmacadam	kg	5.00	1	actif
2517.41.00.00	-- De marbre	kg	5.00	1	actif
2517.49.00.00	-- Autres Dolomie, même frittée ou calcinée, y compris la dolomie dégrossie ou simplement débitée, par sciage ou autrement, en blocs ou en plaques de forme carrée ou rectangulaire.	kg	5.00	1	actif
2518.10.00.00	- Dolomie non calcinée ni frittée, dite «crue»	kg	5.00	1	actif
2518.20.00.00	- Dolomie calcinée ou frittée Carbonate de magnésium naturel (magnésite); magnésie électrofondue; magnésie calcinée à mort (frittée), même contenant de faibles quantités d'autres oxydes ajoutés avant le frittage; autre oxyde de magnésium, même pur.	kg	5.00	1	actif
2519.10.00.00	- Carbonate de magnésium naturel (magnésite)	kg	5.00	1	actif
2519.90.00.00	- Autres Gypse; anhydrite; plâtres, même colorés ou additionnés de faibles quantités d'accélérateurs ou de retardateurs.	kg	5.00	1	actif
2520.10.00.00	- Gypse; anhydrite	kg	5.00	1	actif
2520.20.00.00	- Plâtres	kg	10.00	2	actif
2521.00.00.00	Castines; pierres à chaux ou à ciment. Chaux vive, chaux éteinte et chaux hydraulique, à l'exclusion de l'oxyde et de l'hydroxyde de calcium du n° 28.25.	kg	5.00	1	actif
2522.10.00.00	- Chaux vive	kg	10.00	2	actif
2522.20.00.00	- Chaux éteinte	kg	20.00	3	actif
2522.30.00.00	- Chaux hydraulique Ciments hydrauliques (y compris les ciments non pulvérisés dits «clinkers»), même colorés.	kg	20.00	3	actif
2523.10.00.00	- Ciments non pulvérisés dits «clinkers» - Ciments Portland :	kg	10.00	2	actif
2523.21.00.00	-- Ciments blancs, même colorés artificiellement	kg	20.00	3	actif
2523.29.00.00	-- Autres	kg	20.00	3	actif
2523.30.00.00	- Ciments alumineux	kg	20.00	3	actif
2523.90.00.00	- Autres ciments hydrauliques	kg	20.00	3	actif
2524.10.00.00	- Crocidolite kg	kg	10.00	2	actif
2524.90.00.00	- Autres kg Mica, y compris le mica clivé en lamelles irrégulières («splittings»); déchets de mica.	kg	5.00	1	actif
2525.10.00.00	- Mica brut ou clivé en feuilles ou lamelles irrégulières kg	kg	5.00	1	actif
2525.20.00.00	- Mica en poudre kg	kg	5.00	1	actif
2525.30.00.00	- Déchets de mica kg Stéatite naturelle, même dégrossie ou simplement débitée par sciage ou autrement, en blocs ou en plaques de forme carrée ou rectangulaire; talc.	kg	5.00	1	actif
2526.10.00.00	- Non broyés ni pulvérisés kg	kg	5.00	1	actif
2526.20.00.00	- Broyés ou pulvérisés kg	kg	5.00	1	actif
2528.00.00.00	Borates naturels et leurs concentrés (même calcinés), à l'exclusion des borates extraits des saumures naturelles; acide borique naturel titrant au maximum 85 % de H BO sur produit 3 3 sec. kg Feldspath; leucite; néphéline et néphéline syénite; spath fluor.	kg	5.00	1	actif
2529.10.00.00	- Feldspath kg - Spath fluor :	kg	5.00	1	actif
2529.21.00.00	-- Contenant en poids 97 % ou moins de fluorure de calcium kg	kg	5.00	1	actif
2529.22.00.00	-- Contenant en poids plus de 97 % de fluorure de calcium kg	kg	5.00	1	actif
2529.30.00.00	- Leucite; néphéline et néphéline syénite kg Matières minérales non dénommées ni comprises ailleurs.	kg	5.00	1	actif
2530.10.00.00	- Vermiculite, perlite et chlorites, non expansées kg	kg	5.00	1	actif
2530.20.00.00	- Kiésérite, epsomite (sulfates de magnésium naturels) kg	kg	5.00	1	actif
2530.90.00.00	- Autres kg	kg	5.00	1	actif
2601.11.10.00	--- Minerais de fer, en morceaux	kg	5.00	1	actif
2601.11.20.00	--- Minerais de fer fin	kg	5.00	1	actif
2601.11.30.00	--- Minerais de fer, enrichis	kg	5.00	1	actif
2601.11.90.00	--- Autres	kg	5.00	1	actif
2601.12.00.00	-- Agglomérés	kg	5.00	1	actif
2601.20.00.00	- Pyrites de fer grillées (cendres de pyrites)	kg	5.00	1	actif
2602.00.00.00	Minerais de manganèse et leurs concentrés, y compris les minerais de manganèse ferrugineux et leurs concentrés d'une teneur en manganèse de 20 % ou plus en poids, sur produit sec.	kg	5.00	1	actif
2603.00.00.00	Minerais de cuivre et leurs concentrés.	kg	5.00	1	actif
2604.00.00.00	Minerais de nickel et leurs concentrés.	kg	5.00	1	actif
2605.00.00.00	Minerais de cobalt et leurs concentrés.	kg	5.00	1	actif
2606.00.00.00	Minerais d'aluminium et leurs concentrés.	kg	5.00	1	actif
2607.00.00.00	Minerais de plomb et leurs concentrés.	kg	5.00	1	actif
2608.00.00.00	Minerais de zinc et leurs concentrés.	kg	5.00	1	actif
2609.00.00.00	Minerais d'étain et leurs concentrés.	kg	5.00	1	actif
2610.00.00.00	Minerais de chrome et leurs concentrés.	kg	5.00	1	actif
2611.00.00.00	Minerais de tungstène et leurs concentrés. Minerais d'uranium ou de thorium et leurs concentrés.	kg	5.00	1	actif
2612.10.00.00	- Minerais d'uranium et leurs concentrés	kg	5.00	1	actif
2612.20.00.00	- Minerais de thorium et leurs concentrés Minerais de molybdène et leurs concentrés.	kg	5.00	1	actif
2613.10.00.00	- Grillés	kg	5.00	1	actif
2613.90.00.00	- Autres	kg	5.00	1	actif
2614.00.00.00	Minerais de titane et leurs concentrés. Minerais de niobium, de tantale, de vanadium ou de zirconium et leurs concentrés.	kg	5.00	1	actif
2615.10.00.00	- Minerais de zirconium et leurs concentrés	kg	5.00	1	actif
2615.90.00.00	- Autres Minerais de métaux précieux et leurs concentrés.	kg	5.00	1	actif
2616.10.00.00	- Minerais d'argent et leurs concentrés - Autres :	kg	5.00	1	actif
2616.90.10.00	-- Minerais d'or et leurs concentrés	kg	5.00	1	actif
2616.90.90.00	-- Autres Autres minerais et leurs concentrés.	kg	5.00	1	actif
2617.10.00.00	- Minerais d'antimoine et leurs concentrés	kg	5.00	1	actif
2617.90.00.00	- Autres	kg	5.00	1	actif
2618.00.00.00	Laitier granulé (sable-laitier) provenant de la fabrication de la fonte, du fer ou de l'acier.	kg	5.00	1	actif
2619.00.00.00	Scories, laitiers (autres que le laitier granulé), battitures et autres déchets de la fabrication de la fonte, du fer ou de l'acier. Scories, cendres et résidus (autres que ceux provenant de la fabrication de la fonte, du fer ou de l'acier) contenant des métaux, de l'arsenic ou leurs composés. - Contenant principalement du zinc :	kg	5.00	1	actif
2620.11.00.00	-- Mattes de galvanisation	kg	5.00	1	actif
2620.19.00.00	-- Autres - Contenant principalement du plomb :	kg	5.00	1	actif
2620.21.00.00	-- Boues d'essence au plomb et boues de composés antidétonants contenant du plomb	kg	5.00	1	actif
2620.29.00.00	-- Autres	kg	5.00	1	actif
2620.30.00.00	- Contenant principalement du cuivre	kg	5.00	1	actif
2620.40.00.00	- Contenant principalement de l'aluminium	kg	5.00	1	actif
2620.60.00.00	- Contenant de l'arsenic, du mercure, du thallium ou leurs mélanges, des types utilisés pour l'extraction de l'arsenic ou de ces métaux ou pour la fabrication de leurs composés chimiques - Autres :	kg	5.00	1	actif
2620.91.00.00	-- Contenant de l'antimoine, du béryllium, du cadmium, du chrome ou leurs mélanges	kg	5.00	1	actif
2620.99.00.00	-- Autres Autres scories et cendres, y compris les cendres de varech; cendres et résidus provenant de l'incinération des déchets municipaux.	kg	5.00	1	actif
2621.10.00.00	- Cendres et résidus provenant de l'incinération des déchets municipaux	kg	5.00	1	actif
2621.90.00.00	- Autres	kg	5.00	1	actif
2701.11.00.00	-- Anthracite	kg	5.00	1	actif
2701.12.00.00	-- Houille bitumineuse	kg	5.00	1	actif
2701.19.00.00	-- Autres houilles	kg	5.00	1	actif
2701.20.00.00	- Briquettes, boulets et combustibles solides similaires obtenus à partir de la houille	kg	5.00	1	actif
2702.10.00.00	- Lignites, même pulvérisés, mais non agglomérés	kg	5.00	1	actif
2702.20.00.00	- Lignites agglomérés	kg	5.00	1	actif
2703.00.00.00	Tourbe (y compris la tourbe pour litière), même agglomérée.	kg	5.00	1	actif
2704.00.00.00	Cokes et semi-cokes de houille, de lignite ou de tourbe, même agglomérés; charbon de cornue.	kg	5.00	1	actif
2705.00.00.00	Gaz de houille, gaz à l'eau, gaz pauvre et gaz similaires, à l'exclusion des gaz de pétrole et autres hydrocarbures gazeux.	kg	5.00	1	actif
2706.00.00.00	Goudrons de houille, de lignite ou de tourbe et autres goudrons minéraux, même déshydratés ou étêtés, y compris les goudrons reconstitués. Huiles et autres produits provenant de la distillation des goudrons de houille de haute température; produits analogues dans lesquels les constituants aromatiques prédominent en poids par rapport aux constituants non aromatiques.	kg	5.00	1	actif
2707.10.00.00	- Benzol (benzène)	kg	5.00	1	actif
2707.20.00.00	- Toluol (toluène)	kg	5.00	1	actif
2707.30.00.00	- Xylol (xylènes)	kg	5.00	1	actif
2707.40.00.00	- Naphtalène	kg	5.00	1	actif
2707.50.00.00	- Autres mélanges d'hydrocarbures aromatiques distillant 65 % ou plus de leur volume (y compris les pertes) à 250 °C d'après la méthode ISO 3405 (équivalente à la méthode ASTM D 86) - Autres :	kg	5.00	1	actif
2707.91.00.00	-- Huiles de créosote	kg	5.00	1	actif
2707.99.00.00	-- Autres Brai et coke de brai de goudron de houille ou d'autres goudrons minéraux.	kg	5.00	1	actif
2708.10.00.00	- Brai	kg	5.00	1	actif
2708.20.00.00	- Coke de brai	kg	5.00	1	actif
2709.00.00.00	Huiles brutes de pétrole ou de minéraux bitumineux.	kg	0.00	0	actif
2710.12.10.00	--- Pétroles partiellement raffinés y compris les huiles brutes ayant subi une distillation primaire(Topping) --- Essences spéciales :	kg	0.00	0	actif
2710.12.21.00	---- White spirit	kg	5.00	1	actif
2710.12.29.00	---- Autres	kg	10.00	2	actif
2710.12.30.00	--- Essence d'aviation	kg	10.00	2	actif
2710.12.40.00	--- Super carburant	kg	10.00	2	actif
2710.12.50.00	--- Essence d'auto ordinaire	kg	10.00	2	actif
2710.12.90.00	--- Autres -- Autres : --- Huiles moyennes :	kg	10.00	2	actif
2710.19.11.00	---- Carburéacteur	kg	10.00	2	actif
2710.19.12.00	---- Pétrole lampant	kg	5.00	1	actif
2710.19.19.00	---- Autres --- Huiles lourdes à l'exclusion des huiles lubrifiantes :	kg	10.00	2	actif
2710.19.21.00	---- Gas-oil	kg	10.00	2	actif
2710.19.22.00	---- Fuel-oil domestique	kg	5.00	1	actif
2710.19.23.00	---- Fuel-oil léger	kg	5.00	1	actif
2710.19.24.00	---- Fuel-oil lourd I	kg	5.00	1	actif
2710.19.25.00	---- Fuel-oil lourd II --- Huiles lubrifiantes :	kg	5.00	1	actif
2710.19.31.00	---- Destinées à être mélangées	kg	10.00	2	actif
2710.19.32.00	---- Pour freins hydrauliques	kg	10.00	2	actif
2710.19.33.00	---- Graisse ---- Autres:	kg	10.00	2	actif
2710.19.39.10	----- Huiles de moteur à 2 temps	kg	10.00	2	actif
2710.19.39.90	----- Autres	kg	10.00	2	actif
2710.20.00.00	- Huiles de pétrole ou de minéraux bitumineux (autres que les huiles brutes) et préparations non dénommées ni comprises ailleurs, contenant en poids 70 % ou plus d'huiles de pétrole ou de minéraux bitumineux et dont ces huiles constituent l'élément de base, contenant du biodiesel, autres que les déchets d'huiles - Déchets d'huiles :	kg	10.00	2	actif
